DATAFLOW,freq,sex,wstatus,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2009,3.8,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2010,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2011,2.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2012,2.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2013,1.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2014,1.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2015,1.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2016,1.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2017,1.0,u
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2018,0.5,u
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2019,0.6,u
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EL,2020,0.5,u
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2005,14.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2006,14.5,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2007,14.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2008,14.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2009,10.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2010,9.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2011,8.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2012,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2013,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2014,5.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2015,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2016,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2017,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2018,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2019,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,ES,2020,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2005,6.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2006,6.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2007,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2008,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2009,5.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2010,5.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2011,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2012,4.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2013,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2014,3.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2015,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2016,3.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2017,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2018,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU15,2019,3.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2005,5.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2006,5.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2007,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2008,5.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2009,4.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2010,4.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2011,4.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2012,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2013,3.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2014,2.9,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2015,3.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2016,2.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2017,3.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2018,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2019,2.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU27_2020,2020,2.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2005,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2006,5.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2007,5.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2008,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2009,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2010,4.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2011,4.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2012,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2013,3.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2014,3.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2015,3.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2016,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2017,3.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2018,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,EU28,2019,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2005,4.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2006,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2007,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2008,3.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2009,3.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2010,3.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2011,3.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2012,3.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2013,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2014,3.0,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2015,3.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2016,2.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2017,2.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2018,3.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2019,2.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FI,2020,2.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2005,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2006,3.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2007,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2008,4.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2009,4.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2010,3.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2011,3.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2012,3.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2013,2.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2014,2.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2015,2.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2016,2.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2017,2.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2018,2.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2019,2.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,FR,2020,1.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,HR,2005,1.7,bu
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,HR,2006,,bu
ESTAT:EDAT_LFSE_14(1.0),A,F,EMP,Y18-24,PC,HR,2007,1.0,u
